,date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,p_change_t1
482,2015/1/12,3258.213,3275.185,3229.316,3191.582,3220646.75,-56.096,-1.71,3229.316,3229.316,3229.316,3220646.75,3220646.75,3220646.75,0.18
481,2015/1/13,3223.542,3259.386,3235.301,3214.412,2307257.5,5.985,0.18,3232.309,3232.309,3232.309,2763952.13,2763952.13,2763952.13,-0.4
480,2015/1/14,3242.337,3268.483,3222.437,3193.978,2401907.5,-12.864,-0.4,3229.018,3229.018,3229.018,2643270.58,2643270.58,2643270.58,3.54
479,2015/1/15,3224.07,3337.084,3336.455,3207.545,2825462.5,114.018,3.54,3255.877,3255.877,3255.877,2688818.56,2688818.56,2688818.56,1.2
478,2015/1/16,3343.603,3400.318,3376.495,3340.49,3398767.5,40.04,1.2,3280.001,3280.001,3280.001,2830808.35,2830808.35,2830808.35,-7.71
477,2015/1/19,3189.727,3262.207,3116.351,3095.066,4010988,-260.144,-7.71,3257.408,3252.726,3252.726,2988876.6,3027504.96,3027504.96,1.82
476,2015/1/20,3114.56,3190.245,3173.052,3100.477,3570808,56.701,1.82,3244.958,3241.344,3241.344,3241586.7,3105119.68,3105119.68,4.75
475,2015/1/21,3189.085,3337.004,3323.611,3178.343,4109560.25,150.559,4.75,3265.193,3251.627,3251.627,3583117.25,3230674.75,3230674.75,0.59
474,2015/1/22,3327.319,3352.384,3343.344,3293.978,3533829.5,19.733,0.59,3266.571,3261.818,3261.818,3724790.65,3264358.61,3264358.61,0.25
473,2015/1/23,3357.096,3406.786,3351.764,3328.293,3662492.5,8.42,0.25,3261.624,3270.813,3270.813,3777535.65,3304172,3304172,0.94
472,2015/1/26,3347.257,3384.798,3383.182,3321.315,3175410,31.418,0.94,3314.991,3286.199,3281.028,3610420.05,3299648.33,3292466.36,-0.89
471,2015/1/27,3389.853,3390.216,3352.96,3290.219,3745175.5,-30.222,-0.89,3350.972,3297.965,3287.022,3645293.55,3443440.13,3330192.13,-1.41
470,2015/1/28,3325.722,3354.802,3305.738,3294.655,3019271,-47.222,-1.41,3347.398,3306.295,3288.462,3427235.7,3505176.48,3306275.12,-1.31
469,2015/1/29,3258.997,3286.786,3262.305,3234.241,2746586.25,-43.433,-1.31,3331.19,3298.88,3286.594,3269787.05,3497288.85,3266297.34,-1.59
468,2015/1/30,3273.747,3288.503,3210.363,3210.308,2583125.5,-51.942,-1.59,3302.91,3282.267,3281.512,3053913.65,3415724.65,3220752.55,-2.56
467,2015/2/2,3148.136,3175.134,3128.3,3122.572,2508616.25,-82.063,-2.56,3251.933,3283.462,3271.936,2920554.9,3265487.48,3176244.03,2.45
466,2015/2/3,3156.086,3207.935,3204.907,3129.732,2481921.75,76.607,2.45,3222.323,3286.647,3267.993,2667904.15,3156598.85,3135401.54,-0.96
465,2015/2/4,3212.822,3238.982,3174.126,3171.144,2490980.75,-30.781,-0.96,3196,3271.699,3262.778,2562246.1,2994740.9,3099600.39,-1.18
464,2015/2/5,3251.212,3251.212,3136.531,3135.819,3061393,-37.595,-1.18,3170.845,3251.018,3256.134,2625207.45,2947497.25,3097589.47,-1.93
463,2015/2/6,3120.09,3129.539,3075.907,3052.939,2467496.75,-60.624,-1.93,3143.954,3223.432,3247.122,2602081.7,2827997.68,3066084.84,0.62
462,2015/2/9,3063.51,3119.034,3095.124,3049.111,2061083.88,19.217,0.62,3137.319,3194.626,3240.413,2512575.23,2716565.06,3008106.69,1.5
461,2015/2/10,3090.49,3142.099,3141.593,3084.253,1938171.38,46.469,1.5,3124.656,3173.489,3235.727,2403825.15,2535864.65,2989652.39,0.51
460,2015/2/11,3145.765,3166.421,3157.704,3139.052,1728401,16.111,0.51,3121.372,3158.686,3232.491,2251309.2,2406777.65,2955977.06,0.5
459,2015/2/12,3157.959,3181.766,3173.416,3134.244,1945923.12,15.712,0.5,3128.749,3149.797,3224.339,2028215.23,2326711.34,2912000.09,0.96
458,2015/2/13,3186.808,3237.159,3203.827,3182.794,2612904.25,30.411,0.96,3154.333,3149.143,3215.705,2057296.73,2329689.21,2872706.93,0.58
457,2015/2/16,3206.137,3228.846,3222.363,3195.884,2237974.25,18.536,0.58,3179.781,3158.55,3221.006,2092674.8,2302625.01,2784056.24,0.76
456,2015/2/17,3230.884,3255.725,3246.906,3230.772,2283326.25,24.543,0.76,3200.843,3162.75,3224.699,2161705.77,2282765.46,2719682.16,-0.56
455,2015/2/25,3256.479,3257.223,3228.843,3215.552,2333481,-18.063,-0.56,3215.071,3168.221,3219.96,2282721.77,2267015.49,2630878.19,2.15
454,2015/2/26,3222.151,3300.616,3298.359,3202.188,3012638.75,69.516,2.15,3240.06,3184.404,3217.711,2496064.9,2262140.06,2604818.66,0.36
453,2015/2/27,3296.831,3324.546,3310.303,3291.007,2991637.25,11.944,0.36,3261.355,3207.844,3215.638,2571811.5,2314554.11,2571275.89,0.79
452,2015/3/2,3332.721,3336.76,3336.285,3298.669,3464456.75,25.982,0.79,3284.139,3231.96,3213.293,2817108,2454891.4,2585728.23,-2.19
451,2015/3/3,3317.695,3317.695,3263.052,3260.429,3820446.25,-73.233,-2.19,3287.368,3244.106,3208.798,3124532,2643118.89,2589491.77,0.51
450,2015/3/4,3264.182,3286.588,3279.533,3250.484,2936395.25,16.481,0.51,3297.506,3256.289,3207.487,3245114.85,2763918.31,2585347.98,-0.95
449,2015/3/5,3264.085,3266.638,3248.476,3221.666,3206635.75,-31.057,-0.95,3287.53,3263.795,3206.796,3283914.25,2889989.58,2608350.46,-0.22
448,2015/3/6,3248.036,3266.933,3241.187,3234.533,2829158,-7.289,-0.22,3273.707,3267.531,3208.337,3251418.4,2911614.95,2620652.08,1.89
447,2015/3/9,3224.314,3307.702,3302.408,3198.37,3214954.5,61.221,1.89,3266.931,3275.535,3217.042,3201517.95,3009312.98,2655968.99,-0.49
446,2015/3/10,3289.085,3309.915,3286.068,3277.095,2858175.75,-16.34,-0.49,3271.534,3279.451,3221.101,3009063.85,3066797.93,2674781.69,0.15
445,2015/3/11,3289.594,3325.054,3290.9,3278.471,2829855.25,4.832,0.15,3273.808,3285.657,3226.939,2987755.85,3116435.35,2691725.42,1.77
444,2015/3/12,3314.813,3360.054,3349.323,3300.488,3572951,58.423,1.77,3293.977,3290.754,3237.579,3061018.9,3172466.58,2717303.32,0.7
443,2015/3/13,3359.488,3391.255,3372.911,3352.15,3284101.5,23.588,0.7,3320.322,3297.014,3252.429,3152007.6,3201713,2758133.56,2.27
442,2015/3/16,3391.158,3449.305,3449.305,3377.087,3991324.25,76.394,2.27,3349.701,3308.316,3270.138,3307281.55,3254399.75,2854645.58,1.55
441,2015/3/17,3469.603,3504.123,3502.847,3459.694,5209395,53.542,1.55,3393.057,3332.296,3288.201,3777525.4,3393294.63,3018206.76,2.13
